,depature_date,hotel_name,reg,types,room-type,Sales Person ,sales
3603,2024-11-07,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,3225.0
3604,2024-11-07,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,9862.5
3605,2024-11-07,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,8137.5
3606,2024-11-07,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,2575.0
3607,2024-11-07,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,23175.0
3608,2024-11-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,9862.5
3609,2024-11-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,7725.0
3610,2024-11-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,4602.5
3611,2024-11-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,4602.5
3612,2024-11-08,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,10067.5
3613,2024-11-08,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,5665.0
3614,2024-11-08,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,11532.5
3615,2024-11-08,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,6510.0
3616,2024-11-08,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,6875.0
3617,2024-11-08,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,17902.5
3618,2024-11-08,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,6510.0
3619,2024-11-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,2580.0
3620,2024-11-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,2630.0
3621,2024-11-09,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,9765.0
3622,2024-11-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,4380.0
3623,2024-11-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,3870.0
3624,2024-11-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,3945.0
3625,2024-11-10,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,3750.0
3626,2024-11-10,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,6180.0
3627,2024-11-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,3945.0
3628,2024-11-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,3870.0
3629,2024-11-10,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,19035.0
3630,2024-11-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,3750.0
3631,2024-11-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,10320.0
3632,2024-11-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6630.0
3633,2024-11-11,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,11160.0
3634,2024-11-11,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,10000.0
3635,2024-11-11,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,8680.0
3636,2024-11-11,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,11810.0
3637,2024-11-11,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,8240.0
3638,2024-11-11,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,3255.0
3639,2024-11-11,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,26040.0
3640,2024-11-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,10000.0
3641,2024-11-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,10640.0
3642,2024-11-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,1110.0
3643,2024-11-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1030.0
3644,2024-11-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,26040.0
3645,2024-11-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,6670.0
3646,2024-11-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,15520.0
3647,2024-11-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6450.0
3648,2024-11-12,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5150.0
3649,2024-11-12,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,5425.0
3650,2024-11-12,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,13020.0
3651,2024-11-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,15260.0
3652,2024-11-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,10520.0
3653,2024-11-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,13140.0
3654,2024-11-12,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,5370.0
3655,2024-11-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,37740.0
3656,2024-11-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,16275.0
3657,2024-11-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,50760.0
3658,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,1315.0
3659,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,1250.0
3660,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,22295.0
3661,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Amy,3660.0
3662,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,14480.0
3663,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,3440.0
3664,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,1030.0
3665,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,8560.0
3666,2024-11-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,3130.0
3667,2024-11-14,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,9675.0
3668,2024-11-14,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,17662.5
3669,2024-11-14,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,18920.0
3670,2024-11-14,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,6510.0
3671,2024-11-14,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,7725.0
3672,2024-11-14,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,16470.0
3673,2024-11-14,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,8370.0
3674,2024-11-14,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,7725.0
3675,2024-11-14,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,47587.5
3676,2024-11-14,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,7725.0
3677,2024-11-14,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,17902.5
3678,2024-11-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,6412.5
3679,2024-11-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,12655.0
3680,2024-11-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,23475.0
3681,2024-11-15,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,21630.0
3682,2024-11-15,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,21630.0
3683,2024-11-15,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,9485.0
3684,2024-11-15,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,9205.0
3685,2024-11-15,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,66325.0
3686,2024-11-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,27440.0
3687,2024-11-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,23065.0
3688,2024-11-16,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,7890.0
3689,2024-11-16,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,6510.0
3690,2024-11-16,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,12360.0
3691,2024-11-16,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,37320.0
3692,2024-11-16,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Leo,21720.0
3693,2024-11-16,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,13425.0
3694,2024-11-16,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6180.0
3695,2024-11-16,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,9765.0
3696,2024-11-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,3870.0
3697,2024-11-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,15390.0
3698,2024-11-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6180.0
3699,2024-11-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,18540.0
3700,2024-11-17,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,17865.0
3701,2024-11-17,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,6695.0
3702,2024-11-17,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Amy,3440.0
3703,2024-11-17,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Leo,23530.0
3704,2024-11-17,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,14105.0
3705,2024-11-17,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6695.0
3706,2024-11-17,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,21157.5
3707,2024-11-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,25902.5
3708,2024-11-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,9375.0
3709,2024-11-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,6695.0
3710,2024-11-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,3255.0
3711,2024-11-18,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,10520.0
3712,2024-11-18,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,7452.5
3713,2024-11-18,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,2032.5
3714,2024-11-18,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,18920.0
3715,2024-11-18,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,6695.0
3716,2024-11-18,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,1627.5
3717,2024-11-18,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,8385.0
3718,2024-11-18,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,18547.5
3719,2024-11-18,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,4882.5
3720,2024-11-18,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,4882.5
3721,2024-11-18,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,50452.5
3722,2024-11-18,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,20085.0
3723,2024-11-18,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,22785.0
3724,2024-11-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,3870.0
3725,2024-11-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,7792.5
3726,2024-11-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,5967.5
3727,2024-11-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,18945.0
3728,2024-11-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,21877.5
3729,2024-11-19,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,5160.0
3730,2024-11-19,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,4120.0
3731,2024-11-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,5260.0
3732,2024-11-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,4120.0
3733,2024-11-20,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,6250.0
3734,2024-11-20,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,13287.5
3735,2024-11-20,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,39862.5
3736,2024-11-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,9675.0
3737,2024-11-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,5425.0
3738,2024-11-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,38625.0
3739,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,1315.0
3740,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,1250.0
3741,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,1085.0
3742,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,1180.0
3743,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,6235.0
3744,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,3090.0
3745,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,9680.0
3746,2024-11-21,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,3295.0
3747,2024-11-21,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,1250.0
3748,2024-11-21,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,1030.0
3749,2024-11-21,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,2155.0
3750,2024-11-21,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,3090.0
3751,2024-11-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,1315.0
3752,2024-11-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,2605.0
3753,2024-11-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,4120.0
3754,2024-11-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1085.0
3755,2024-11-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,13180.0
3756,2024-11-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,13020.0
3757,2024-11-22,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,8125.0
3758,2024-11-22,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,2685.0
3759,2024-11-22,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,20345.0
3760,2024-11-22,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,1627.5
3761,2024-11-22,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,3177.5
3762,2024-11-22,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,3285.0
3763,2024-11-22,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,2060.0
3764,2024-11-22,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6695.0
3765,2024-11-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,2597.5
3766,2024-11-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,6565.0
3767,2024-11-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6695.0
3768,2024-11-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,1647.5
3769,2024-11-23,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,12900.0
3770,2024-11-23,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,9375.0
3771,2024-11-23,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,25625.0
3772,2024-11-23,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,15725.0
3773,2024-11-23,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,3255.0
3774,2024-11-23,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,15292.5
3775,2024-11-23,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,15092.5
3776,2024-11-23,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,2092.5
3777,2024-11-23,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,5150.0
3778,2024-11-23,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,3172.5
3779,2024-11-23,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,15450.0
3780,2024-11-23,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,39862.5
3781,2024-11-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,3225.0
3782,2024-11-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,4257.5
3783,2024-11-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,5150.0
3784,2024-11-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,24412.5
3785,2024-11-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,23175.0
3786,2024-11-24,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,9485.0
3787,2024-11-24,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,7595.0
3788,2024-11-24,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,21630.0
3789,2024-11-24,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,2500.0
3790,2024-11-24,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,2580.0
3791,2024-11-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,5340.0
3792,2024-11-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,24080.0
3793,2024-11-25,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6250.0
3794,2024-11-25,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,5625.0
3795,2024-11-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,17200.0
3796,2024-11-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,5150.0
3797,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,14107.5
3798,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,1322.5
3799,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,7865.0
3800,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,17200.0
3801,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5425.0
3802,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,515.0
3803,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,5150.0
3804,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,1545.0
3805,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,15450.0
3806,2024-11-26,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,3172.5
3807,2024-11-26,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,657.5
3808,2024-11-26,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,5150.0
3809,2024-11-26,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,5425.0
3810,2024-11-26,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,1565.0
3811,2024-11-26,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,1627.5
3812,2024-11-26,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,15450.0
3813,2024-11-26,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,6775.0
3814,2024-11-27,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,2630.0
3815,2024-11-27,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,2710.0
3816,2024-11-27,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,7240.0
3817,2024-11-27,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,2170.0
3818,2024-11-27,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,6180.0
3819,2024-11-27,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,2140.0
3820,2024-11-27,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,12770.0
3821,2024-11-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,2060.0
3822,2024-11-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,6180.0
3823,2024-11-28,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,7095.0
3824,2024-11-28,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5967.5
3825,2024-11-28,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,33990.0
3826,2024-11-28,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,16995.0
3827,2024-11-28,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,6875.0
3828,2024-11-28,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,6875.0
3829,2024-11-28,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,5885.0
3830,2024-11-28,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,17435.0
3831,2024-11-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,17902.5
3832,2024-11-29,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,1875.0
3833,2024-11-29,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,10410.0
3834,2024-11-29,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,6260.0
3835,2024-11-29,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,4635.0
3836,2024-11-29,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,15632.5
3837,2024-11-29,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,8680.0
3838,2024-11-29,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,2250.0
3839,2024-11-29,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,55395.0
3840,2024-11-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,10520.0
3841,2024-11-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,5160.0
3842,2024-11-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1605.0
3843,2024-11-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,4882.5
3844,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,7890.0
3845,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,15630.0
3846,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,42360.0
3847,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,20640.0
3848,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,6180.0
3849,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,10300.0
3850,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,18540.0
3851,2024-12-01,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,34270.0
3852,2024-12-01,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,8750.0
3853,2024-12-01,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,5260.0
3854,2024-12-01,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,7890.0
3855,2024-12-01,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6510.0
3856,2024-12-01,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,18540.0
3857,2024-12-01,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,18780.0
3858,2024-12-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,33785.0
3859,2024-12-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,5260.0
3860,2024-12-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,16250.0
3861,2024-12-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,6510.0
3862,2024-12-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,6180.0
3863,2024-12-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,19770.0
3864,2024-12-02,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,1995.0
3865,2024-12-02,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,10357.5
3866,2024-12-02,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,1545.0
3867,2024-12-02,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,1627.5
3868,2024-12-02,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,4635.0
3869,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,1875.0
3870,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,11737.5
3871,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,17717.5
3872,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Derek,23530.0
3873,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,1545.0
3874,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,3090.0
3875,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,20085.0
3876,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,18540.0
3877,2024-12-02,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,4882.5
3878,2024-12-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,1972.5
3879,2024-12-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,1875.0
3880,2024-12-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,5160.0
3881,2024-12-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,6510.0
3882,2024-12-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1830.0
3883,2024-12-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,9330.0
3884,2024-12-03,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,15215.0
3885,2024-12-03,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,23065.0
